Pobreza binaria,POBREZA,,Ingresos,Nivel de Estudio alcanzado,Grupo de Edad,,4162
0,2,,"1,200.00",2,8,,
0,1,,"1,200.00",2,8,,
1,3,,"1,200.00",2,8,,
0,2,,"1,200.00",2,7,,
1,3,,"1,200.00",2,7,,
1,3,,"1,200.00",3,7,,
1,3,,"1,200.00",4,7,,
0,2,,"1,200.00",3,7,,
0,2,,"1,200.00",2,7,,
0,2,,"1,200.00",2,7,,
1,3,,"1,200.00",2,7,,
0,2,,"1,200.00",4,7,,
0,1,,"1,200.00",2,7,,
0,2,,"1,200.00",5,7,,
0,2,,"1,200.00",2,7,,
0,2,,"1,200.00",4,7,,
0,1,,"1,200.00",3,7,,
0,2,,"1,200.00",3,7,,
1,3,,"1,200.00",2,7,,
1,3,,"1,200.00",4,7,,
0,2,,"1,200.00",3,7,,
1,3,,"1,200.00",2,7,,
1,3,,"1,200.00",2,7,,
1,3,,"1,200.00",4,7,,
0,1,,"1,200.00",2,7,,
1,3,,"1,200.00",3,7,,
0,2,,"1,200.00",4,7,,
1,3,,"1,200.00",3,7,,
1,3,,"1,200.00",3,7,,
0,1,,"1,200.00",3,7,,
0,1,,"1,200.00",2,7,,
0,2,,"1,200.00",3,7,,
0,2,,"1,200.00",2,7,,
0,1,,"1,200.00",2,7,,
1,3,,"1,200.00",3,7,,
0,2,,"1,200.00",4,7,,
0,2,,"1,200.00",4,7,,
0,2,,"1,200.00",4,7,,
0,1,,"1,200.00",2,7,,
0,2,,"1,200.00",4,7,,
0,2,,"1,200.00",4,7,,
0,2,,"1,200.00",2,7,,
0,1,,"1,200.00",4,7,,
0,1,,"1,200.00",3,7,,
0,1,,"1,200.00",2,7,,
0,1,,"1,200.00",2,7,,
0,1,,"1,200.00",2,7,,
0,1,,"1,200.00",3,7,,
0,2,,"1,200.00",2,7,,
0,1,,"1,200.00",2,7,,
0,2,,"1,200.00",2,7,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",3,6,,
1,3,,"1,200.00",4,6,,
1,3,,"1,200.00",3,6,,
0,2,,"1,200.00",4,6,,
0,2,,"1,200.00",3,6,,
0,2,,"1,200.00",5,6,,
1,3,,"1,200.00",3,6,,
1,3,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",2,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",2,6,,
0,2,,"1,200.00",3,6,,
1,3,,"1,200.00",2,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",3,6,,
0,2,,"1,200.00",3,6,,
0,2,,"1,200.00",4,6,,
1,3,,"1,200.00",4,6,,
0,1,,"1,200.00",3,6,,
0,2,,"1,200.00",2,6,,
0,1,,"1,200.00",3,6,,
0,1,,"1,200.00",2,6,,
0,2,,"1,200.00",3,6,,
0,2,,"1,200.00",4,6,,
0,2,,"1,200.00",4,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",4,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",4,6,,
0,2,,"1,200.00",4,6,,
0,2,,"1,200.00",4,6,,
1,3,,"1,200.00",4,6,,
0,1,,"1,200.00",2,6,,
0,1,,"1,200.00",2,6,,
1,3,,"1,200.00",5,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",3,6,,
0,2,,"1,200.00",2,6,,
1,3,,"1,200.00",3,6,,
1,3,,"1,200.00",5,6,,
0,2,,"1,200.00",4,6,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",4,5,,
0,2,,"1,200.00",4,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",4,5,,
0,2,,"1,200.00",4,5,,
1,3,,"1,200.00",3,5,,
0,2,,"1,200.00",3,5,,
0,1,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",4,5,,
0,1,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
0,1,,"1,200.00",3,5,,
0,2,,"1,200.00",3,5,,
0,1,,"1,200.00",2,5,,
0,2,,"1,200.00",4,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",3,5,,
1,3,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",4,5,,
0,2,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
1,3,,"1,200.00",3,5,,
1,3,,"1,200.00",2,5,,
1,3,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",3,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",3,5,,
0,1,,"1,200.00",4,5,,
0,1,,"1,200.00",3,5,,
1,3,,"1,200.00",3,5,,
1,3,,"1,200.00",5,5,,
1,3,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",4,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",4,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",3,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",3,5,,
0,1,,"1,200.00",3,5,,
1,3,,"1,200.00",2,5,,
1,3,,"1,200.00",4,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",2,5,,
1,3,,"1,200.00",3,5,,
1,3,,"1,200.00",3,5,,
1,3,,"1,200.00",4,5,,
0,1,,"1,200.00",4,5,,
1,3,,"1,200.00",4,5,,
0,2,,"1,200.00",2,5,,
1,3,,"1,200.00",2,5,,
1,3,,"1,200.00",5,5,,
0,2,,"1,200.00",3,5,,
0,2,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
0,1,,"1,200.00",2,5,,
1,3,,"1,200.00",4,5,,
0,1,,"1,200.00",4,5,,
1,3,,"1,200.00",3,5,,
0,2,,"1,200.00",4,5,,
0,2,,"1,200.00",2,5,,
0,2,,"1,200.00",3,5,,
1,3,,"1,200.00",4,5,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
1,3,,"1,200.00",3,4,,
1,3,,"1,200.00",3,4,,
1,3,,"1,200.00",3,4,,
1,3,,"1,200.00",4,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",2,4,,
0,1,,"1,200.00",2,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",4,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
0,1,,"1,200.00",2,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
1,3,,"1,200.00",4,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
0,1,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",3,4,,
1,3,,"1,200.00",4,4,,
0,2,,"1,200.00",3,4,,
0,1,,"1,200.00",2,4,,
0,1,,"1,200.00",3,4,,
0,1,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
0,1,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",2,4,,
0,2,,"1,200.00",4,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",2,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
1,3,,"1,200.00",3,4,,
1,3,,"1,200.00",3,4,,
0,2,,"1,200.00",3,4,,
0,2,,"1,200.00",2,4,,
0,1,,"1,200.00",2,4,,
0,1,,"1,200.00",2,4,,
0,2,,"1,200.00",2,3,,
0,2,,"1,200.00",2,3,,
0,2,,"1,200.00",2,3,,
1,3,,"1,200.00",3,3,,
0,1,,"1,200.00",2,3,,
0,2,,"1,200.00",2,3,,
1,3,,"1,200.00",2,3,,
0,1,,"1,200.00",2,3,,
0,1,,"1,200.00",2,3,,
0,1,,"1,200.00",2,3,,
0,2,,"1,200.00",3,3,,
0,1,,"1,190.00",2,8,,
1,3,,"1,185.00",4,5,,
0,2,,"1,175.00",2,7,,
0,1,,"1,170.00",2,6,,
0,2,,"1,170.00",3,5,,
1,3,,"1,158.00",4,9,,
0,2,,"1,150.00",2,4,,
0,2,,"1,140.00",3,8,,
0,1,,"1,125.00",2,10,,
0,2,,"1,125.00",2,8,,
1,3,,"1,125.00",2,7,,
0,2,,"1,125.00",2,7,,
0,1,,"1,125.00",2,6,,
1,3,,"1,125.00",4,6,,
0,2,,"1,125.00",2,6,,
0,2,,"1,125.00",3,5,,
0,1,,"1,125.00",2,5,,
0,2,,"1,125.00",2,4,,
0,1,,"1,125.00",2,3,,
0,2,,"1,120.00",2,7,,
1,3,,"1,120.00",3,7,,
0,2,,"1,120.00",2,6,,
0,2,,"1,120.00",4,6,,
0,2,,"1,120.00",3,6,,
0,2,,"1,120.00",2,6,,
0,2,,"1,120.00",3,4,,
0,2,,"1,110.00",5,6,,
1,3,,"1,100.00",4,15,,
1,3,,"1,100.00",4,13,,
0,2,,"1,100.00",3,11,,
1,3,,"1,100.00",2,10,,
0,1,,"1,100.00",2,8,,
0,2,,"1,100.00",4,8,,
1,3,,"1,100.00",3,7,,
1,3,,"1,100.00",2,7,,
0,1,,"1,100.00",4,7,,
0,2,,"1,100.00",2,7,,
0,1,,"1,100.00",2,6,,
0,2,,"1,100.00",4,6,,
0,2,,"1,100.00",4,6,,
0,2,,"1,100.00",4,6,,
0,2,,"1,100.00",4,6,,
1,3,,"1,100.00",4,5,,
0,2,,"1,100.00",3,5,,
1,3,,"1,100.00",3,5,,
1,3,,"1,100.00",2,4,,
0,1,,"1,100.00",2,4,,
0,2,,"1,100.00",2,4,,
0,2,,"1,100.00",2,4,,
1,3,,"1,096.00",2,13,,
0,1,,"1,085.00",2,8,,
0,2,,"1,080.00",4,7,,
0,2,,"1,080.00",4,6,,
0,2,,"1,080.00",3,5,,
0,2,,"1,080.00",4,5,,
0,2,,"1,080.00",2,5,,
0,2,,"1,080.00",2,4,,
0,2,,"1,080.00",2,4,,
0,2,,"1,080.00",2,4,,
0,2,,"1,074.00",2,13,,
1,3,,"1,050.00",2,8,,
0,1,,"1,050.00",2,8,,
1,3,,"1,050.00",4,7,,
0,1,,"1,050.00",3,6,,
0,2,,"1,050.00",2,5,,
1,3,,"1,040.00",2,9,,
1,3,,"1,040.00",2,8,,
0,1,,"1,040.00",2,8,,
0,1,,"1,040.00",2,4,,
1,3,,"1,035.00",4,7,,
1,3,,"1,029.00",2,9,,
1,3,,"1,020.00",2,9,,
1,3,,"1,001.00",4,7,,
1,3,,"1,000.00",2,16,,
0,2,,"1,000.00",4,15,,
0,2,,"1,000.00",2,14,,
1,3,,"1,000.00",2,14,,
1,3,,"1,000.00",4,14,,
1,3,,"1,000.00",2,14,,
0,1,,"1,000.00",2,14,,
0,2,,"1,000.00",2,14,,
0,2,,"1,000.00",2,14,,
1,3,,"1,000.00",4,13,,
1,3,,"1,000.00",2,13,,
0,2,,"1,000.00",2,13,,
1,3,,"1,000.00",3,13,,
1,3,,"1,000.00",3,13,,
1,3,,"1,000.00",2,13,,
0,2,,"1,000.00",2,13,,
0,2,,"1,000.00",3,13,,
0,2,,"1,000.00",2,13,,
1,3,,"1,000.00",4,13,,
1,3,,"1,000.00",3,13,,
1,3,,"1,000.00",5,13,,
1,3,,"1,000.00",2,13,,
1,3,,"1,000.00",2,13,,
0,2,,"1,000.00",2,13,,
1,3,,"1,000.00",4,13,,
1,3,,"1,000.00",2,12,,
0,2,,"1,000.00",2,12,,
0,2,,"1,000.00",2,12,,
0,2,,"1,000.00",2,12,,
1,3,,"1,000.00",3,12,,
1,3,,"1,000.00",3,12,,
0,2,,"1,000.00",2,12,,
0,2,,"1,000.00",2,12,,
1,3,,"1,000.00",3,12,,
1,3,,"1,000.00",3,12,,
1,3,,"1,000.00",5,12,,
1,3,,"1,000.00",2,12,,
1,3,,"1,000.00",2,11,,
0,2,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",3,11,,
1,3,,"1,000.00",4,11,,
1,3,,"1,000.00",2,11,,
0,1,,"1,000.00",2,11,,
1,3,,"1,000.00",3,11,,
0,2,,"1,000.00",3,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",4,11,,
0,1,,"1,000.00",2,11,,
0,2,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",4,11,,
1,3,,"1,000.00",4,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",3,11,,
1,3,,"1,000.00",2,11,,
1,3,,"1,000.00",2,11,,
0,2,,"1,000.00",4,11,,
1,3,,"1,000.00",2,11,,
0,1,,"1,000.00",2,11,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",2,10,,
0,2,,"1,000.00",2,10,,
1,3,,"1,000.00",4,10,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",4,10,,
1,3,,"1,000.00",4,10,,
0,2,,"1,000.00",3,10,,
1,3,,"1,000.00",4,10,,
1,3,,"1,000.00",2,10,,
0,2,,"1,000.00",2,10,,
1,3,,"1,000.00",4,10,,
1,3,,"1,000.00",3,10,,
1,3,,"1,000.00",3,10,,
0,2,,"1,000.00",4,10,,
1,3,,"1,000.00",4,10,,
1,3,,"1,000.00",2,10,,
0,2,,"1,000.00",3,10,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",5,10,,
1,3,,"1,000.00",3,10,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",3,10,,
0,2,,"1,000.00",3,10,,
0,2,,"1,000.00",2,10,,
0,1,,"1,000.00",2,10,,
1,3,,"1,000.00",2,10,,
0,2,,"1,000.00",2,10,,
0,1,,"1,000.00",2,10,,
0,1,,"1,000.00",2,10,,
1,3,,"1,000.00",4,10,,
0,2,,"1,000.00",3,10,,
1,3,,"1,000.00",2,10,,
1,3,,"1,000.00",4,9,,
1,3,,"1,000.00",4,9,,
0,2,,"1,000.00",4,9,,
1,3,,"1,000.00",3,9,,
1,3,,"1,000.00",3,9,,
1,3,,"1,000.00",2,9,,
0,2,,"1,000.00",3,9,,
1,3,,"1,000.00",4,9,,
0,2,,"1,000.00",2,9,,
1,3,,"1,000.00",2,9,,
0,2,,"1,000.00",2,9,,
0,2,,"1,000.00",2,9,,
1,3,,"1,000.00",4,9,,
1,3,,"1,000.00",4,9,,
0,2,,"1,000.00",2,9,,
0,1,,"1,000.00",2,9,,
0,1,,"1,000.00",2,9,,
1,3,,"1,000.00",2,9,,
1,3,,"1,000.00",2,9,,
0,2,,"1,000.00",3,9,,
1,3,,"1,000.00",4,9,,
0,2,,"1,000.00",2,9,,
1,3,,"1,000.00",3,9,,
1,3,,"1,000.00",2,9,,
0,2,,"1,000.00",2,9,,
1,3,,"1,000.00",3,9,,
1,3,,"1,000.00",2,9,,
1,3,,"1,000.00",4,9,,
0,2,,"1,000.00",2,9,,
1,3,,"1,000.00",4,9,,
1,3,,"1,000.00",2,9,,
1,3,,"1,000.00",2,9,,
0,2,,"1,000.00",2,9,,
0,2,,"1,000.00",4,9,,
1,3,,"1,000.00",3,9,,
1,3,,"1,000.00",5,9,,
0,1,,"1,000.00",2,9,,
0,1,,"1,000.00",3,9,,
0,2,,"1,000.00",2,9,,
0,2,,"1,000.00",3,9,,
1,3,,"1,000.00",4,8,,
0,2,,"1,000.00",2,8,,
1,3,,"1,000.00",4,8,,
1,3,,"1,000.00",2,8,,
1,3,,"1,000.00",4,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",3,8,,
1,3,,"1,000.00",2,8,,
1,3,,"1,000.00",4,8,,
1,3,,"1,000.00",2,8,,
0,1,,"1,000.00",2,8,,
1,3,,"1,000.00",4,8,,
1,3,,"1,000.00",5,8,,
0,1,,"1,000.00",4,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",3,8,,
0,1,,"1,000.00",2,8,,
1,3,,"1,000.00",3,8,,
1,3,,"1,000.00",3,8,,
0,2,,"1,000.00",4,8,,
1,3,,"1,000.00",2,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
1,3,,"1,000.00",4,8,,
1,3,,"1,000.00",4,8,,
0,2,,"1,000.00",4,8,,
0,2,,"1,000.00",2,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",2,8,,
0,2,,"1,000.00",3,8,,
1,3,,"1,000.00",4,8,,
0,2,,"1,000.00",3,8,,
0,2,,"1,000.00",2,8,,
1,3,,"1,000.00",2,8,,
1,3,,"1,000.00",2,8,,
0,2,,"1,000.00",4,8,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
0,2,,"1,000.00",2,7,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",3,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",3,7,,
0,2,,"1,000.00",2,7,,
0,2,,"1,000.00",4,7,,
0,1,,"1,000.00",2,7,,
0,1,,"1,000.00",3,7,,
0,2,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,1,,"1,000.00",2,7,,
1,3,,"1,000.00",3,7,,
0,2,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,1,,"1,000.00",3,7,,
1,3,,"1,000.00",2,7,,
0,2,,"1,000.00",4,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",2,7,,
0,2,,"1,000.00",2,7,,
1,3,,"1,000.00",3,7,,
1,3,,"1,000.00",3,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",2,7,,
1,3,,"1,000.00",3,7,,
0,2,,"1,000.00",4,7,,
0,2,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
1,3,,"1,000.00",3,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",3,7,,
0,2,,"1,000.00",4,7,,
0,2,,"1,000.00",2,7,,
0,2,,"1,000.00",3,7,,
0,1,,"1,000.00",2,7,,
0,1,,"1,000.00",2,7,,
0,2,,"1,000.00",3,7,,
0,1,,"1,000.00",2,7,,
0,2,,"1,000.00",4,7,,
1,3,,"1,000.00",2,7,,
0,2,,"1,000.00",3,7,,
0,2,,"1,000.00",2,7,,
1,3,,"1,000.00",5,7,,
1,3,,"1,000.00",4,7,,
0,2,,"1,000.00",5,7,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",3,6,,
0,1,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",3,6,,
0,1,,"1,000.00",3,6,,
1,3,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
0,2,,"1,000.00",2,6,,
1,3,,"1,000.00",4,6,,
0,1,,"1,000.00",3,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",3,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",2,6,,
1,3,,"1,000.00",3,6,,
0,1,,"1,000.00",4,6,,
0,2,,"1,000.00",3,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",3,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",3,6,,
0,1,,"1,000.00",4,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",3,6,,
0,2,,"1,000.00",3,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",3,6,,
0,2,,"1,000.00",2,6,,
1,3,,"1,000.00",2,6,,
0,1,,"1,000.00",3,6,,
0,1,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",3,6,,
1,3,,"1,000.00",3,6,,
1,3,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
0,1,,"1,000.00",4,6,,
0,1,,"1,000.00",4,6,,
0,1,,"1,000.00",3,6,,
1,3,,"1,000.00",3,6,,
0,1,,"1,000.00",3,6,,
0,2,,"1,000.00",4,6,,
1,3,,"1,000.00",4,6,,
0,2,,"1,000.00",2,6,,
1,3,,"1,000.00",5,6,,
0,1,,"1,000.00",3,6,,
1,3,,"1,000.00",2,6,,
0,1,,"1,000.00",2,6,,
0,2,,"1,000.00",4,6,,
0,2,,"1,000.00",2,6,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
1,3,,"1,000.00",4,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",3,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",5,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
0,1,,"1,000.00",2,5,,
0,1,,"1,000.00",4,5,,
0,1,,"1,000.00",2,5,,
1,3,,"1,000.00",3,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",3,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",4,5,,
0,1,,"1,000.00",2,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",2,5,,
0,1,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
0,1,,"1,000.00",2,5,,
0,1,,"1,000.00",4,5,,
0,2,,"1,000.00",3,5,,
0,1,,"1,000.00",3,5,,
0,1,,"1,000.00",3,5,,
1,3,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
1,3,,"1,000.00",3,5,,
1,3,,"1,000.00",3,5,,
0,2,,"1,000.00",3,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
1,3,,"1,000.00",3,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",3,5,,
0,1,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",3,5,,
1,3,,"1,000.00",3,5,,
1,3,,"1,000.00",3,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
1,3,,"1,000.00",4,5,,
1,3,,"1,000.00",4,5,,
0,2,,"1,000.00",5,5,,
1,3,,"1,000.00",2,5,,
1,3,,"1,000.00",2,5,,
0,1,,"1,000.00",2,5,,
0,2,,"1,000.00",3,5,,
0,1,,"1,000.00",4,5,,
1,3,,"1,000.00",4,5,,
0,1,,"1,000.00",3,5,,
0,1,,"1,000.00",4,5,,
0,1,,"1,000.00",3,5,,
1,3,,"1,000.00",2,5,,
0,2,,"1,000.00",4,5,,
0,2,,"1,000.00",2,5,,
0,2,,"1,000.00",3,4,,
1,3,,"1,000.00",3,4,,
0,1,,"1,000.00",3,4,,
0,2,,"1,000.00",2,4,,
0,2,,"1,000.00",2,4,,
0,2,,"1,000.00",3,4,,
0,1,,"1,000.00",3,4,,
0,1,,"1,000.00",3,4,,
0,2,,"1,000.00",2,4,,
0,1,,"1,000.00",3,4,,
0,2,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
1,3,,"1,000.00",3,4,,
1,3,,"1,000.00",3,4,,
1,3,,"1,000.00",2,4,,
0,2,,"1,000.00",2,4,,
0,2,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
0,2,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
0,1,,"1,000.00",3,4,,
1,3,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
0,2,,"1,000.00",2,4,,
1,3,,"1,000.00",2,4,,
0,1,,"1,000.00",2,4,,
0,2,,"1,000.00",3,4,,
